loja,data,temperatura,combustivel,desconto_1,desconto_2,desconto_3,desconto_4,desconto_5,desemprego,feriado,distancia_competidores,clientes
32,07-29,,3.547,,,,,,0.08622,nao,,87
21,07-29,,3.682,,,,,,0.07852,nao,,43
22,07-29,,3.898,,,,,,0.08023,nao,,385
36,07-29,29.438888888888886,3.66,,,,,,0.08177,nao,,621
9,07-29,32.833333333333336,,,,,,,0.06404,nao,,435
33,07-29,,,,,,,,0.08442,nao,,408
35,07-29,26.33888888888889,,,,,,,0.08683999999999999,nao,,483
39,07-29,30.133333333333333,3.682,,,,,,0.08177,nao,,664
29,07-29,24.066666666666663,3.898,,,,,,0.09863,nao,,17
30,07-29,33.08888888888889,,,,,,,0.07852,nao,,645
15,07-29,23.70555555555556,,,,,,,0.07806,nao,,148
31,08-05,34.56666666666667,,,,,,,0.07852,nao,,277
28,08-05,,3.803,,,,,,0.13503,nao,,232
45,08-05,25.677777777777777,3.842,,,,,,0.08625,nao,,826
38,08-05,,,,,,,,0.13503,nao,,927
1,08-05,,,,,,,,0.07962,nao,,366
33,08-05,36.07222222222222,3.803,,,,,,0.08442,nao,,228
4,08-05,,,,,,,,0.056440000000000004,nao,,651
19,08-05,23.244444444444447,,,,,,,0.07806,nao,,436
44,08-05,,3.595,,,,,,0.06559999999999999,nao,,399
11,08-05,,3.684,,,,,,0.07567,nao,,211
16,08-05,17.755555555555556,,,,,,,0.06338,nao,,391
13,08-05,24.200000000000003,,,,,,,0.06877,nao,,499
5,08-05,32.81666666666666,3.684,,,,,,0.06529,nao,,540
30,08-05,34.56666666666667,3.684,,,,,,0.07852,nao,,563
21,08-05,,3.684,,,,,,0.07852,nao,,491
36,08-05,30.39444444444444,3.652,,,,,,0.08177,nao,,442
9,08-05,,3.684,,,,,,0.06404,nao,,261
35,08-05,,,,,,,,0.08683999999999999,nao,,773
23,08-05,,3.903,,,,,,0.04584,nao,,350
37,08-05,30.39444444444444,,,,,,,0.08177,nao,,352
41,08-05,22.327777777777776,3.554,,,,,,0.06901,nao,,520
42,08-05,,3.803,,,,,,0.08256999999999999,nao,,320
10,08-05,32.111111111111114,3.803,,,,,,0.08256999999999999,nao,,138
17,08-05,18.727777777777774,,,,,,,0.06745,nao,,550
2,08-05,34.07777777777778,3.684,,,,,,0.07852,nao,,623
15,08-05,23.127777777777776,4.02,,,,,,0.07806,nao,,992
25,08-05,23.333333333333332,,,,,,,0.07274,nao,,368
8,08-05,29.52777777777778,,,,,,,0.06425,nao,,220
24,08-05,,4.02,,,,,,0.08358,nao,,337
29,08-05,24.07222222222222,3.903,,,,,,0.09863,nao,,223
3,08-05,31.36111111111111,3.684,,,,,,0.07567,nao,,648
39,08-05,30.961111111111116,3.684,,,,,,0.08177,nao,,768
34,08-05,24.838888888888885,3.662,,,,,,0.10641,nao,,360
26,08-05,17.31111111111111,3.903,,,,,,0.07767,nao,,921
43,08-05,,3.684,,,,,,0.10641,nao,,329
27,08-05,25.633333333333333,4.02,,,,,,0.0785,nao,,962
22,08-05,24.07222222222222,3.903,,,,,,0.08023,nao,,463
7,08-05,13.283333333333331,3.554,,,,,,0.08622,nao,,946
18,08-05,23.65555555555555,3.903,,,,,,0.0889,nao,,963
32,08-05,23.79444444444444,,,,,,,0.08622,nao,,561
6,08-05,33.03333333333333,3.684,,,,,,0.06924999999999999,nao,,804
12,08-05,32.56111111111111,,,,,,,0.13503,nao,,382
20,08-05,25.444444444444443,,,,,,,0.07274,nao,,836
14,08-05,,,,,,,,0.08625,nao,,590
40,08-05,20.055555555555554,,,,,,,0.04584,nao,,617
21,08-12,,,,,,,,0.07852,nao,,169
8,08-12,30.02777777777778,3.638,,,,,,0.06425,nao,,217
43,08-12,30.355555555555554,3.638,,,,,,0.10641,nao,,378
30,08-12,33.511111111111106,,,,,,,0.07852,nao,,119
33,08-12,35.55555555555556,3.794,,,,,,0.08442,nao,,190
25,08-12,,3.812,,,,,,0.07274,nao,,767
35,08-12,,,,,,,,0.08683999999999999,nao,,370
44,08-12,,,,,,,,0.06559999999999999,nao,,778
7,08-12,12.533333333333335,3.542,,,,,,0.08622,nao,,149
23,08-12,21.033333333333335,3.88,,,,,,0.04584,nao,,676
4,08-12,28.322222222222226,3.617,,,,,,0.056440000000000004,nao,,652
18,08-12,,,,,,,,0.0889,nao,,859
6,08-12,32.49444444444444,3.638,,,,,,0.06924999999999999,nao,,488
12,08-12,32.800000000000004,3.701,,,,,,0.13503,nao,,770
36,08-12,,3.608,,,,,,0.08177,nao,,374
15,08-12,21.46111111111111,,,,,,,0.07806,nao,,781
29,08-12,,3.88,,,,,,0.09863,nao,,693
9,08-12,33.12777777777777,3.638,,,,,,0.06404,nao,,160
37,08-12,30.91111111111111,,,,,,,0.08177,nao,,351
41,08-12,19.805555555555557,3.542,,,,,,0.06901,nao,,912
32,08-12,23.444444444444443,3.542,,,,,,0.08622,nao,,288
42,08-12,,3.794,,,,,,0.08256999999999999,nao,,288
5,08-12,32.3111111111111,,,,,,,0.06529,nao,,892
10,08-12,,3.794,,,,,,0.08256999999999999,nao,,226
34,08-12,26.794444444444448,3.617,,,,,,0.10641,nao,,523
22,08-12,,,,,,,,0.08023,nao,,522
40,08-12,,3.88,,,,,,0.04584,nao,,783
17,08-12,18.216666666666672,3.606,,,,,,0.06745,nao,,273
19,08-12,,,,,,,,0.07806,nao,,936
2,08-12,,3.638,,,,,,0.07852,nao,,402
3,08-12,,3.638,,,,,,0.07567,nao,,183
26,08-12,17.21666666666667,3.88,,,,,,0.07767,nao,,969
45,08-12,,3.812,,,,,,0.08625,nao,,665
24,08-12,22.511111111111106,,,,,,,0.08358,nao,,488
27,08-12,,3.995,,,,,,0.0785,nao,,827
16,08-12,,,,,,,,0.06338,nao,,846
31,08-12,33.511111111111106,,,,,,,0.07852,nao,,124
39,08-12,,3.638,,,,,,0.08177,nao,,985
1,08-12,,3.638,,,,,,0.07962,nao,,626
28,08-12,32.800000000000004,,,,,,,0.13503,nao,,790
13,08-12,,3.606,,,,,,0.06877,nao,,414
20,08-12,23.066666666666663,3.812,,,,,,0.07274,nao,,980
11,08-12,32.388888888888886,3.638,,,,,,0.07567,nao,,725
38,08-12,32.800000000000004,3.701,,,,,,0.13503,nao,,172
14,08-12,25.0,3.812,,,,,,0.08625,nao,,288
16,08-19,,,,,,,,0.06338,nao,,435
12,08-19,33.18888888888889,3.743,,,,,,0.13503,nao,,686
1,08-19,32.18888888888889,3.554,,,,,,0.07962,nao,,113
5,08-19,31.86111111111111,3.554,,,,,,0.06529,nao,,888
14,08-19,22.76666666666667,3.747,,,,,,0.08625,nao,,917
39,08-19,31.072222222222226,3.554,,,,,,0.08177,nao,,995
25,08-19,,,,,,,,0.07274,nao,,122
15,08-19,,3.942,,,,,,0.07806,nao,,544
9,08-19,,,,,,,,0.06404,nao,,222
13,08-19,24.822222222222226,,,,,,,0.06877,nao,,631
8,08-19,,3.554,,,,,,0.06425,nao,,39
30,08-19,32.28333333333333,3.554,,,,,,0.07852,nao,,497
31,08-19,,3.554,,,,,,0.07852,nao,,780
2,08-19,,3.554,,,,,,0.07852,nao,,233
22,08-19,21.833333333333332,3.82,,,,,,0.08023,nao,,943
40,08-19,,3.82,,,,,,0.04584,nao,,530
3,08-19,31.355555555555554,3.554,,,,,,0.07567,nao,,149
45,08-19,22.76666666666667,,,,,,,0.08625,nao,,397
17,08-19,19.772222222222226,,,,,,,0.06745,nao,,661
38,08-19,33.18888888888889,,,,,,,0.13503,nao,,638
37,08-19,,3.554,,,,,,0.08177,nao,,904
42,08-19,30.77777777777778,,,,,,,0.08256999999999999,nao,,302
19,08-19,21.744444444444444,3.942,,,,,,0.07806,nao,,360
21,08-19,,3.554,,,,,,0.07852,nao,,238
26,08-19,15.877777777777775,3.82,,,,,,0.07767,nao,,647
35,08-19,22.76111111111111,3.747,,,,,,0.08683999999999999,nao,,663
33,08-19,,3.743,,,,,,0.08442,nao,,236
43,08-19,,3.554,,,,,,0.10641,nao,,736
11,08-19,,,,,,,,0.07567,nao,,203
28,08-19,33.18888888888889,3.743,,,,,,0.13503,nao,,256
44,08-19,24.822222222222226,3.578,,,,,,0.06559999999999999,nao,,598
4,08-19,28.205555555555552,,,,,,,0.056440000000000004,nao,,662
27,08-19,22.76111111111111,3.942,,,,,,0.0785,nao,,235
18,08-19,20.688888888888886,,,,,,,0.0889,nao,,345
6,08-19,31.811111111111114,,,,,,,0.06924999999999999,nao,,534
23,08-19,19.494444444444447,,,,,,,0.04584,nao,,860
41,08-19,21.416666666666668,,,,,,,0.06901,nao,,797
24,08-19,21.072222222222226,3.942,,,,,,0.08358,nao,,781
7,08-19,13.366666666666667,3.499,,,,,,0.08622,nao,,466
34,08-19,,,,,,,,0.10641,nao,,770
32,08-19,,3.499,,,,,,0.08622,nao,,541
29,08-19,,,,,,,,0.09863,nao,,213
10,08-19,,3.743,,,,,,0.08256999999999999,nao,,463
20,08-19,21.805555555555557,,,,,,,0.07274,nao,,436
36,08-19,30.688888888888886,,,,,,,0.08177,nao,,283
45,08-26,22.52777777777778,3.704,,,,,,0.08625,nao,,562
26,08-26,,3.796,,,,,,0.07767,nao,,607
35,08-26,,3.704,,,,,,0.08683999999999999,nao,,463
36,08-26,30.011111111111106,,,,,,,0.08177,nao,,407
32,08-26,,3.485,,,,,,0.08622,nao,,88
42,08-26,,3.663,,,,,,0.08256999999999999,nao,,44
22,08-26,22.344444444444445,3.796,,,,,,0.08023,nao,,461
41,08-26,22.005555555555556,,,,,,,0.06901,nao,,278
1,08-26,,3.523,,,,,,0.07962,nao,,683
5,08-26,,3.523,,,,,,0.06529,nao,,421
10,08-26,33.10555555555556,3.663,,,,,,0.08256999999999999,nao,,701
20,08-26,,3.704,,,,,,0.07274,nao,,353
11,08-26,31.716666666666672,3.523,,,,,,0.07567,nao,,696
34,08-26,25.149999999999995,3.523,,,,,,0.10641,nao,,515
17,08-26,,3.57,,,,,,0.06745,nao,,703
13,08-26,27.516666666666666,3.57,,,,,,0.06877,nao,,630
23,08-26,19.466666666666672,3.796,,,,,,0.04584,nao,,19
4,08-26,27.483333333333334,,,,,,,0.056440000000000004,nao,,23
18,08-26,,3.796,,,,,,0.0889,nao,,413
27,08-26,,3.906,,,,,,0.0785,nao,,30
43,08-26,,,,,,,,0.10641,nao,,807
33,08-26,37.58888888888888,3.663,,,,,,0.08442,nao,,108
28,08-26,,3.74,,,,,,0.13503,nao,,367
44,08-26,27.516666666666666,,,,,,,0.06559999999999999,nao,,281
6,08-26,32.261111111111106,3.523,,,,,,0.06924999999999999,nao,,128
3,08-26,30.92777777777778,,,,,,,0.07567,nao,,229
29,08-26,22.344444444444445,,,,,,,0.09863,nao,,111
24,08-26,21.077777777777776,,,,,,,0.08358,nao,,136
19,08-26,20.744444444444447,,,,,,,0.07806,nao,,362
7,08-26,14.222222222222221,3.485,,,,,,0.08622,nao,,186
9,08-26,31.63888888888889,,,,,,,0.06404,nao,,656
21,08-26,33.37222222222222,3.523,,,,,,0.07852,nao,,584
8,08-26,,3.523,,,,,,0.06425,nao,,129
14,08-26,,,,,,,,0.08625,nao,,876
25,08-26,19.333333333333332,3.704,,,,,,0.07274,nao,,261
16,08-26,,3.485,,,,,,0.06338,nao,,515
12,08-26,34.78333333333333,,,,,,,0.13503,nao,,449
15,08-26,20.66111111111111,3.906,,,,,,0.07806,nao,,900
30,08-26,33.37222222222222,3.523,,,,,,0.07852,nao,,104
2,08-26,,,,,,,,0.07852,nao,,483
31,08-26,33.37222222222222,3.523,,,,,,0.07852,nao,,224
40,08-26,18.33888888888889,3.796,,,,,,0.04584,nao,,832
38,08-26,,3.74,,,,,,0.13503,nao,,874
37,08-26,30.011111111111106,3.523,,,,,,0.08177,nao,,866
39,08-26,,,,,,,,0.08177,nao,,491
20,09-02,21.566666666666663,,,,,,,0.07274,nao,,473
5,09-02,,3.533,,,,,,0.06529,nao,,10
30,09-02,33.3,,,,,,,0.07852,nao,,405
7,09-02,,3.511,,,,,,0.08622,nao,,896
21,09-02,33.3,3.533,,,,,,0.07852,nao,,302
13,09-02,25.0,3.58,,,,,,0.06877,nao,,231
27,09-02,21.91111111111111,3.879,,,,,,0.0785,nao,,731
11,09-02,33.02222222222222,3.533,,,,,,0.07567,nao,,923
22,09-02,20.644444444444442,3.784,,,,,,0.08023,nao,,66
9,09-02,31.849999999999998,,,,,,,0.06404,nao,,937
2,09-02,,3.533,,,,,,0.07852,nao,,112
37,09-02,30.833333333333332,3.533,,,,,,0.08177,nao,,13
44,09-02,25.0,3.58,,,,,,0.06559999999999999,nao,,393
18,09-02,,3.784,,,,,,0.0889,nao,,500
4,09-02,,,,,,,,0.056440000000000004,nao,,932
43,09-02,31.022222222222226,,,,,,,0.10641,nao,,598
34,09-02,25.688888888888886,3.533,,,,,,0.10641,nao,,234
23,09-02,18.516666666666666,3.784,,,,,,0.04584,nao,,602
28,09-02,,,,,,,,0.13503,nao,,314
16,09-02,17.466666666666665,3.511,,,,,,0.06338,nao,,566
3,09-02,31.733333333333334,3.533,,,,,,0.07567,nao,,12
14,09-02,,3.703,,,,,,0.08625,nao,,209
36,09-02,30.833333333333332,,,,,,,0.08177,nao,,974
39,09-02,31.47222222222222,,,,,,,0.08177,nao,,14
31,09-02,,3.533,,,,,,0.07852,nao,,633
1,09-02,31.016666666666666,3.533,,,,,,0.07962,nao,,418
45,09-02,21.46111111111111,,,,,,,0.08625,nao,,437
24,09-02,,3.879,,,,,,0.08358,nao,,377
8,09-02,,3.533,,,,,,0.06425,nao,,20
38,09-02,,3.798,,,,,,0.13503,nao,,587
12,09-02,,3.798,,,,,,0.13503,nao,,912
29,09-02,20.644444444444442,3.784,,,,,,0.09863,nao,,755
32,09-02,23.666666666666664,,,,,,,0.08622,nao,,735
10,09-02,,3.798,,,,,,0.08256999999999999,nao,,70
41,09-02,,3.511,,,,,,0.06901,nao,,824
35,09-02,21.91111111111111,3.703,,,,,,0.08683999999999999,nao,,211
25,09-02,,3.703,,,,,,0.07274,nao,,101
26,09-02,15.372222222222225,,,,,,,0.07767,nao,,698
19,09-02,20.705555555555552,3.879,,,,,,0.07806,nao,,132
42,09-02,33.11666666666667,3.798,,,,,,0.08256999999999999,nao,,623
33,09-02,37.333333333333336,,,,,,,0.08442,nao,,381
40,09-02,17.66111111111111,3.784,,,,,,0.04584,nao,,132
6,09-02,32.900000000000006,,,,,,,0.06924999999999999,nao,,20
15,09-02,,3.879,,,,,,0.07806,nao,,906
17,09-02,20.727777777777778,,,,,,,0.06745,nao,,536
22,09-09,20.633333333333333,3.809,,,,,,0.08023,sim,,227
45,09-09,21.933333333333337,,,,,,,0.08625,sim,,154
1,09-09,24.444444444444443,3.546,,,,,,0.07962,sim,,805
8,09-09,20.561111111111114,3.546,,,,,,0.06425,sim,,742
38,09-09,31.11111111111111,,,,,,,0.13503,sim,,469
37,09-09,,3.546,,,,,,0.08177,sim,,822
9,09-09,24.250000000000004,,,,,,,0.06404,sim,,871
24,09-09,,3.93,,,,,,0.08358,sim,,405
35,09-09,21.62777777777778,,,,,,,0.08683999999999999,sim,,202
23,09-09,18.911111111111115,3.809,,,,,,0.04584,sim,,38
36,09-09,25.522222222222222,3.499,,,,,,0.08177,sim,,942
10,09-09,,3.771,,,,,,0.08256999999999999,sim,,772
16,09-09,13.883333333333335,,,,,,,0.06338,sim,,188
7,09-09,7.561111111111111,3.566,,,,,,0.08622,sim,,57
3,09-09,,3.546,,,,,,0.07567,sim,,941
39,09-09,,3.546,,,,,,0.08177,sim,,20
34,09-09,21.13888888888889,3.554,,,,,,0.10641,sim,,273
44,09-09,,3.619,,,,,,0.06559999999999999,sim,,119
11,09-09,29.39444444444444,3.546,,,,,,0.07567,sim,,583
28,09-09,31.11111111111111,3.913,,,,,,0.13503,sim,,516
31,09-09,26.03888888888889,,,,,,,0.07852,sim,,221
5,09-09,,3.546,,,,,,0.06529,sim,,526
2,09-09,,,,,,,,0.07852,sim,,515
25,09-09,,3.738,,,,,,0.07274,sim,,728
27,09-09,,,,,,,,0.0785,sim,,741
43,09-09,26.272222222222226,3.546,,,,,,0.10641,sim,,336
42,09-09,31.700000000000003,3.771,,,,,,0.08256999999999999,sim,,698
41,09-09,14.616666666666667,,,,,,,0.06901,sim,,55
19,09-09,20.155555555555555,,,,,,,0.07806,sim,,500
26,09-09,,,,,,,,0.07767,sim,,900
17,09-09,16.633333333333333,3.619,,,,,,0.06745,sim,,888
13,09-09,,,,,,,,0.06877,sim,,766
29,09-09,,3.809,,,,,,0.09863,sim,,536
40,09-09,18.238888888888887,3.809,,,,,,0.04584,sim,,162
32,09-09,,3.566,,,,,,0.08622,sim,,670
4,09-09,22.96666666666667,,,,,,,0.056440000000000004,sim,,594
15,09-09,,,,,,,,0.07806,sim,,915
14,09-09,21.933333333333337,,,,,,,0.08625,sim,,159
12,09-09,,,,,,,,0.13503,sim,,188
21,09-09,,,,,,,,0.07852,sim,,60
20,09-09,,,,,,,,0.07274,sim,,915
30,09-09,26.03888888888889,3.546,,,,,,0.07852,sim,,817
33,09-09,,,,,,,,0.08442,sim,,319
18,09-09,20.061111111111114,,,,,,,0.0889,sim,,878
6,09-09,26.783333333333328,3.546,,,,,,0.06924999999999999,sim,,211
41,09-16,,,,,,,,0.06901,nao,,406
19,09-16,17.08888888888889,,,,,,,0.07806,nao,,664
24,09-16,,3.937,,,,,,0.08358,nao,,109
7,09-16,6.483333333333334,3.596,,,,,,0.08622,nao,,76
42,09-16,25.272222222222222,3.784,,,,,,0.08256999999999999,nao,,542
4,09-16,22.644444444444446,3.532,,,,,,0.056440000000000004,nao,,314
31,09-16,27.011111111111113,,,,,,,0.07852,nao,,998
17,09-16,16.377777777777776,3.641,,,,,,0.06745,nao,,117
10,09-16,25.272222222222222,3.784,,,,,,0.08256999999999999,nao,,927
23,09-16,15.844444444444447,3.809,,,,,,0.04584,nao,,868
12,09-16,,3.918,,,,,,0.13503,nao,,704
44,09-16,19.74444444444445,3.641,,,,,,0.06559999999999999,nao,,19
20,09-16,,3.742,,,,,,0.07274,nao,,432
33,09-16,29.88333333333334,,,,,,,0.08442,nao,,685
37,09-16,,,,,,,,0.08177,nao,,740
28,09-16,24.644444444444446,,,,,,,0.13503,nao,,350
13,09-16,19.74444444444445,3.641,,,,,,0.06877,nao,,183
15,09-16,16.72222222222222,3.937,,,,,,0.07806,nao,,113
39,09-16,28.394444444444446,3.526,,,,,,0.08177,nao,,183
3,09-16,,,,,,,,0.07567,nao,,481
35,09-16,,,,,,,,0.08683999999999999,nao,,146
16,09-16,,3.596,,,,,,0.06338,nao,,831
18,09-16,19.01666666666667,3.809,,,,,,0.0889,nao,,628
21,09-16,27.011111111111113,,,,,,,0.07852,nao,,113
11,09-16,29.505555555555556,3.526,,,,,,0.07567,nao,,763
6,09-16,29.41111111111111,,,,,,,0.06924999999999999,nao,,476
14,09-16,,3.742,,,,,,0.08625,nao,,763
38,09-16,,3.918,,,,,,0.13503,nao,,303
40,09-16,,3.809,,,,,,0.04584,nao,,971
30,09-16,27.011111111111113,,,,,,,0.07852,nao,,825
32,09-16,,,,,,,,0.08622,nao,,118
5,09-16,28.63888888888889,3.526,,,,,,0.06529,nao,,813
29,09-16,20.04444444444444,3.809,,,,,,0.09863,nao,,161
36,09-16,,,,,,,,0.08177,nao,,401
45,09-16,,,,,,,,0.08625,nao,,198
9,09-16,25.52777777777778,3.526,,,,,,0.06404,nao,,260
26,09-16,,,,,,,,0.07767,nao,,660
22,09-16,20.04444444444444,,,,,,,0.08023,nao,,752
1,09-16,26.633333333333333,,,,,,,0.07962,nao,,47
8,09-16,20.605555555555558,3.526,,,,,,0.06425,nao,,987
34,09-16,,3.532,,,,,,0.10641,nao,,399
2,09-16,26.027777777777775,,,,,,,0.07852,nao,,710
27,09-16,,3.937,,,,,,0.0785,nao,,559
25,09-16,16.694444444444443,,,,,,,0.07274,nao,,78
43,09-16,25.09444444444445,,,,,,,0.10641,nao,,124
26,09-23,,3.758,,,,,,0.07767,nao,,75
4,09-23,20.683333333333337,,,,,,,0.056440000000000004,nao,,871
1,09-23,,,,,,,,0.07962,nao,,137
43,09-23,,3.467,,,,,,0.10641,nao,,602
19,09-23,16.288888888888888,,,,,,,0.07806,nao,,400
6,09-23,25.827777777777776,,,,,,,0.06924999999999999,nao,,837
33,09-23,,3.789,,,,,,0.08442,nao,,505
31,09-23,24.26666666666667,3.467,,,,,,0.07852,nao,,500
40,09-23,12.272222222222224,3.758,,,,,,0.04584,nao,,573
22,09-23,16.866666666666667,,,,,,,0.08023,nao,,138
39,09-23,,3.467,,,,,,0.08177,nao,,50
23,09-23,13.966666666666667,,,,,,,0.04584,nao,,771
27,09-23,17.561111111111114,3.899,,,,,,0.0785,nao,,973
13,09-23,,3.648,,,,,,0.06877,nao,,619
28,09-23,,,,,,,,0.13503,nao,,625
32,09-23,14.81111111111111,3.581,,,,,,0.08622,nao,,862
10,09-23,28.061111111111114,,,,,,,0.08256999999999999,nao,,254
36,09-23,25.749999999999996,3.441,,,,,,0.08177,nao,,630
45,09-23,17.63888888888889,,,,,,,0.08625,nao,,710
14,09-23,17.63888888888889,,,,,,,0.08625,nao,,849
3,09-23,26.772222222222222,3.467,,,,,,0.07567,nao,,877
18,09-23,15.799999999999999,3.758,,,,,,0.0889,nao,,563
8,09-23,20.4,3.467,,,,,,0.06425,nao,,757
9,09-23,23.56666666666667,3.467,,,,,,0.06404,nao,,915
44,09-23,17.555555555555557,3.648,,,,,,0.06559999999999999,nao,,426
37,09-23,,3.467,,,,,,0.08177,nao,,547
34,09-23,,,,,,,,0.10641,nao,,302
5,09-23,25.561111111111114,3.467,,,,,,0.06529,nao,,922
7,09-23,6.483333333333334,,,,,,,0.08622,nao,,581
41,09-23,12.811111111111112,3.581,,,,,,0.06901,nao,,349
35,09-23,,,,,,,,0.08683999999999999,nao,,832
2,09-23,,3.467,,,,,,0.07852,nao,,933
30,09-23,24.26666666666667,3.467,,,,,,0.07852,nao,,980
24,09-23,15.894444444444446,3.899,,,,,,0.08358,nao,,49
38,09-23,28.305555555555557,3.789,,,,,,0.13503,nao,,917
17,09-23,13.866666666666667,3.648,,,,,,0.06745,nao,,74
29,09-23,,3.758,,,,,,0.09863,nao,,704
20,09-23,16.75,3.711,,,,,,0.07274,nao,,261
12,09-23,28.305555555555557,3.789,,,,,,0.13503,nao,,356
15,09-23,,3.899,,,,,,0.07806,nao,,582
11,09-23,27.855555555555554,3.467,,,,,,0.07567,nao,,602
42,09-23,28.061111111111114,3.789,,,,,,0.08256999999999999,nao,,260
21,09-23,24.26666666666667,,,,,,,0.07852,nao,,638
16,09-23,10.216666666666667,3.581,,,,,,0.06338,nao,,743
25,09-23,15.711111111111112,,,,,,,0.07274,nao,,295
25,09-30,15.944444444444445,3.645,,,,,,0.07274,nao,,931
43,09-30,26.094444444444445,,,,,,,0.10641,nao,,641
27,09-30,21.622222222222224,3.858,,,,,,0.0785,nao,,792
45,09-30,,,,,,,,0.08625,nao,,313
1,09-30,26.494444444444444,,,,,,,0.07962,nao,,612
2,09-30,25.633333333333333,3.355,,,,,,0.07852,nao,,838
26,09-30,,3.684,,,,,,0.07767,nao,,809
9,09-30,,,,,,,,0.06404,nao,,182
22,09-30,,,,,,,,0.08023,nao,,686
5,09-30,,3.355,,,,,,0.06529,nao,,828
29,09-30,,,,,,,,0.09863,nao,,364
35,09-30,21.622222222222224,3.645,,,,,,0.08683999999999999,nao,,188
32,09-30,18.35555555555556,3.538,,,,,,0.08622,nao,,569
30,09-30,,3.355,,,,,,0.07852,nao,,543
38,09-30,28.477777777777778,3.877,,,,,,0.13503,nao,,596
14,09-30,,,,,,,,0.08625,nao,,664
6,09-30,28.061111111111114,,,,,,,0.06924999999999999,nao,,985
16,09-30,14.22777777777778,3.538,,,,,,0.06338,nao,,548
11,09-30,29.11111111111111,3.355,,,,,,0.07567,nao,,725
21,09-30,,,,,,,,0.07852,nao,,926
34,09-30,,,,,,,,0.10641,nao,,408
36,09-30,27.511111111111106,3.328,,,,,,0.08177,nao,,876
40,09-30,17.47222222222222,3.684,,,,,,0.04584,nao,,618
13,09-30,,3.623,,,,,,0.06877,nao,,414
39,09-30,,,,,,,,0.08177,nao,,342
15,09-30,18.261111111111113,3.858,,,,,,0.07806,nao,,220
7,09-30,,,,,,,,0.08622,nao,,903
42,09-30,,,,,,,,0.08256999999999999,nao,,163
28,09-30,28.477777777777778,,,,,,,0.13503,nao,,951
37,09-30,,,,,,,,0.08177,nao,,220
44,09-30,20.155555555555555,3.623,,,,,,0.06559999999999999,nao,,270
10,09-30,,3.877,,,,,,0.08256999999999999,nao,,632
20,09-30,,3.645,,,,,,0.07274,nao,,906
31,09-30,26.06111111111111,,,,,,,0.07852,nao,,848
17,09-30,16.333333333333332,3.623,,,,,,0.06745,nao,,400
33,09-30,,3.877,,,,,,0.08442,nao,,182
12,09-30,28.477777777777778,3.877,,,,,,0.13503,nao,,991
24,09-30,,3.858,,,,,,0.08358,nao,,618
41,09-30,16.53888888888889,,,,,,,0.06901,nao,,729
18,09-30,20.561111111111114,3.684,,,,,,0.0889,nao,,205
4,09-30,,3.371,,,,,,0.056440000000000004,nao,,582
8,09-30,22.333333333333332,3.355,,,,,,0.06425,nao,,556
3,09-30,28.099999999999998,,,,,,,0.07567,nao,,841
19,09-30,18.327777777777776,3.858,,,,,,0.07806,nao,,813
23,09-30,,,,,,,,0.04584,nao,,228
15,10-07,10.68888888888889,3.775,,,,,,0.07866,nao,,696
16,10-07,9.394444444444442,3.498,,,,,,0.06232,nao,,619
4,10-07,18.772222222222226,3.299,,,,,,0.05143,nao,,596
41,10-07,14.855555555555558,,,,,,,0.06759,nao,,850
42,10-07,23.894444444444446,,,,,,,0.07873999999999999,nao,,250
40,10-07,10.116666666666667,3.633,,,,,,0.044199999999999996,nao,,875
30,10-07,22.022222222222222,,,,,,,0.07441,nao,,441
28,10-07,21.355555555555554,3.827,,,,,,0.12890000000000001,nao,,533
37,10-07,,3.285,,,,,,0.07716,nao,,196
14,10-07,13.233333333333333,3.583,,,,,,0.08523,nao,,690
36,10-07,,3.262,,,,,,0.07716,nao,,929
17,10-07,,,,,,,,0.06617,nao,,987
45,10-07,,3.583,,,,,,0.08523,nao,,519
1,10-07,,3.285,,,,,,0.07866,nao,,70
31,10-07,22.022222222222222,,,,,,,0.07441,nao,,639
9,10-07,,,,,,,,0.060540000000000004,nao,,399
5,10-07,22.022222222222222,,,,,,,0.063,nao,,978
29,10-07,,3.633,,,,,,0.09356999999999999,nao,,672
23,10-07,9.444444444444445,3.633,,,,,,0.044199999999999996,nao,,760
22,10-07,13.577777777777776,,,,,,,0.07706,nao,,203
26,10-07,8.244444444444447,3.633,,,,,,0.07597999999999999,nao,,148
24,10-07,12.149999999999999,3.775,,,,,,0.08454,nao,,472
18,10-07,12.583333333333334,3.633,,,,,,0.08471000000000001,nao,,655
13,10-07,15.899999999999999,,,,,,,0.06392,nao,,944
12,10-07,21.355555555555554,3.827,,,,,,0.12890000000000001,nao,,199
20,10-07,11.344444444444445,,,,,,,0.07082,nao,,917
10,10-07,23.894444444444446,3.827,,,,,,0.07873999999999999,nao,,426
19,10-07,11.722222222222221,3.775,,,,,,0.07866,nao,,666
7,10-07,4.8055555555555545,3.498,,,,,,0.08513,nao,,492
44,10-07,,3.592,,,,,,0.06078,nao,,888
3,10-07,24.188888888888894,3.285,,,,,,0.07197,nao,,896
2,10-07,21.06666666666667,,,,,,,0.07441,nao,,142
43,10-07,,3.285,,,,,,0.10148,nao,,313
27,10-07,13.838888888888887,,,,,,,0.07905999999999999,nao,,165
33,10-07,27.31111111111111,3.827,,,,,,0.0801,nao,,314
8,10-07,19.783333333333335,3.285,,,,,,0.06123,nao,,21
