id,loja,setor,data,vendas_semanais,feriado
251558,8,1,09-23,13417.47,nao
251559,10,23,09-23,50189.1,nao
251560,44,11,09-23,458.97,nao
251561,14,38,09-23,117335.68,nao
251562,39,22,09-23,12125.04,nao
251563,28,95,09-23,866430.3630977334,nao
251564,2,95,09-23,135033.36,nao
251565,18,30,09-23,4545.35,nao
251566,13,4,09-23,,nao
251567,18,8,09-23,28109.05,nao
251568,16,20,09-23,2534.8,nao
251569,30,1,09-23,8157.21,nao
251570,45,3,09-23,8876.79,nao
251571,18,82,09-23,12930.86,nao
251572,27,81,09-23,28374.42,nao
251573,38,74,09-23,963146.5935877177,nao
251574,19,30,09-23,3679.88,nao
251575,39,95,09-23,105794.3,nao
251576,27,3,09-23,13441.58,nao
251577,14,80,09-23,36845.9,nao
251578,3,21,09-23,1314.18,nao
251579,44,2,09-23,9166.38,nao
251580,6,42,09-23,8260.07,nao
251581,22,54,09-23,,nao
251582,45,74,09-23,10331.77,nao
251583,12,90,09-23,11922.83,nao
251584,43,96,09-23,26062.93,nao
251585,21,6,09-23,3171.74,nao
251586,13,71,09-23,7433.63,nao
251587,12,93,09-23,,nao
251588,2,19,09-23,4222.56,nao
251589,11,12,09-23,764854.0725266582,nao
251590,40,72,09-23,,nao
251591,15,44,09-23,3144.44,nao
251592,17,97,09-23,9080.38,nao
251593,36,74,09-23,487.12,nao
251594,1,80,09-23,17403.83,nao
251595,24,28,09-23,755318.8298602122,nao
251596,10,95,09-23,70933.78,nao
251597,35,22,09-23,18130.88,nao
251598,10,87,09-23,21312.93,nao
251599,26,25,09-23,6388.29,nao
251600,15,26,09-23,6390.03,nao
251601,19,81,09-23,990337.7898016245,nao
251602,41,37,09-23,1.5,nao
251603,43,93,09-23,32898.47,nao
251604,27,79,09-23,34971.3,nao
251605,33,93,09-23,20955.29,nao
251606,17,29,09-23,2427.83,nao
251607,40,95,09-23,59157.08,nao
251608,23,31,09-23,4254.22,nao
251609,31,32,09-23,4010.0,nao
251610,14,2,09-23,73926.25,nao
251611,1,27,09-23,834.84,nao
251612,44,10,09-23,825621.1376222074,nao
251613,1,79,09-23,,nao
251614,18,87,09-23,15836.82,nao
251615,29,21,09-23,3012.52,nao
251616,20,22,09-23,14552.02,nao
251617,30,9,09-23,43.91,nao
251618,29,83,09-23,537.55,nao
251619,40,67,09-23,6072.56,nao
251620,32,71,09-23,3354.72,nao
251621,39,81,09-23,19399.48,nao
251622,7,26,09-23,1666.48,nao
251623,13,32,09-23,7339.91,nao
251624,12,9,09-23,15069.34,nao
251625,7,8,09-23,13327.46,nao
251626,9,38,09-23,81917.04,nao
251627,15,27,09-23,1438.01,nao
251628,10,4,09-23,47419.26,nao
251629,35,56,09-23,430.05,nao
251630,34,98,09-23,6904.52,nao
251631,41,10,09-23,16106.59,nao
251632,40,91,09-23,38170.89,nao
251633,42,46,09-23,5394.31,nao
251634,3,19,09-23,,nao
251635,27,50,09-23,787467.9396725707,nao
251636,34,85,09-23,1761.77,nao
251637,2,25,09-23,11374.85,nao
251638,24,3,09-23,12162.59,nao
251639,30,96,09-23,,nao
251640,1,93,09-23,67516.27,nao
251641,6,30,09-23,4212.12,nao
251642,29,13,09-23,17496.51,nao
251643,24,19,09-23,58.74,nao
251644,16,10,09-23,11875.97,nao
251645,42,1,09-23,9895.22,nao
251646,26,26,09-23,4085.88,nao
251647,34,96,09-23,18042.58,nao
251648,9,35,09-23,803.97,nao
251649,4,19,09-23,3246.31,nao
251650,27,31,09-23,3858.85,nao
251651,3,38,09-23,89773.23,nao
251652,29,40,09-23,28481.22,nao
251653,43,83,09-23,,nao
251654,23,28,09-23,965.32,nao
251655,24,94,09-23,42789.17,nao
251656,38,21,09-23,1017.88,nao
251657,24,59,09-23,292.88,nao
251658,27,26,09-23,17466.36,nao
251659,44,14,09-23,580.55,nao
251660,40,27,09-23,946037.243095095,nao
251661,11,87,09-23,14328.08,nao
251662,8,97,09-23,16675.61,nao
251663,1,54,09-23,,nao
251664,25,58,09-23,230.0,nao
251665,20,46,09-23,27123.98,nao
251666,32,31,09-23,2004.77,nao
251667,24,44,09-23,3958.27,nao
251668,22,94,09-23,3.88,nao
251669,13,2,09-23,75033.57,nao
251670,43,3,09-23,922203.1608125571,nao
251671,18,71,09-23,5152.01,nao
251672,18,29,09-23,9237.71,nao
251673,7,5,09-23,11731.35,nao
251674,22,24,09-23,8072.19,nao
251675,38,87,09-23,996.46,nao
251676,12,59,09-23,439.07,nao
251677,32,41,09-23,,nao
251678,6,71,09-23,5693.83,nao
251679,24,4,09-23,27736.37,nao
251680,26,60,09-23,140.8,nao
251681,28,56,09-23,220.48,nao
251682,6,4,09-23,28850.47,nao
251683,2,22,09-23,12058.33,nao
251684,40,6,09-23,2780.13,nao
251685,16,6,09-23,3009.69,nao
251686,15,9,09-23,16033.63,nao
251687,42,17,09-23,,nao
251688,3,85,09-23,907.24,nao
251689,34,71,09-23,1994.83,nao
251690,13,67,09-23,,nao
251691,39,9,09-23,19455.07,nao
251692,8,21,09-23,4082.95,nao
251693,28,16,09-23,,nao
251694,2,54,09-23,10.0,nao
251695,6,81,09-23,13016.29,nao
251696,9,56,09-23,925.37,nao
251697,18,80,09-23,46.38,nao
251698,11,85,09-23,1559.35,nao
251699,44,40,09-23,15029.82,nao
251700,11,56,09-23,984.24,nao
251701,13,10,09-23,30366.11,nao
251702,45,22,09-23,7629.6,nao
251703,40,21,09-23,5624.78,nao
251704,42,96,09-23,16018.85,nao
251705,31,24,09-23,3303.07,nao
251706,8,13,09-23,25918.94,nao
251707,18,94,09-23,1.97,nao
251708,16,72,09-23,31814.73,nao
251709,11,20,09-23,813907.5997569741,nao
251710,2,28,09-23,460.03,nao
251711,2,59,09-23,267.99,nao
251712,26,24,09-23,2135.36,nao
251713,40,55,09-23,5488.39,nao
251714,32,55,09-23,8045.81,nao
251715,42,81,09-23,15981.13,nao
251716,8,34,09-23,5819.67,nao
251717,19,59,09-23,462.15,nao
251718,8,91,09-23,30344.03,nao
251719,11,24,09-23,5413.01,nao
251720,2,41,09-23,787130.1398429773,nao
251721,20,80,09-23,38047.58,nao
251722,4,18,09-23,8235.7,nao
251723,28,72,09-23,38946.13,nao
251724,4,24,09-23,7179.66,nao
251725,14,98,09-23,17248.87,nao
251726,12,40,09-23,47648.37,nao
251727,29,28,09-23,517.11,nao
251728,14,74,09-23,23163.39,nao
251729,24,81,09-23,24186.66,nao
251730,30,90,09-23,31565.62,nao
251731,15,52,09-23,1400.0,nao
251732,6,98,09-23,8978.1,nao
251733,23,56,09-23,6607.08,nao
251734,21,92,09-23,957052.2898199293,nao
251735,14,19,09-23,2337.59,nao
251736,17,16,09-23,3078.85,nao
251737,4,72,09-23,84069.95,nao
251738,44,23,09-23,20.31,nao
251739,34,52,09-23,,nao
251740,8,24,09-23,2878.58,nao
251741,15,14,09-23,9793.46,nao
251742,30,56,09-23,162.5,nao
251743,21,46,09-23,17298.28,nao
251744,28,25,09-23,13639.11,nao
251745,2,87,09-23,20776.12,nao
251746,19,95,09-23,93558.92,nao
251747,20,79,09-23,33856.07,nao
251748,32,97,09-23,17097.95,nao
251749,35,19,09-23,-8.44,nao
251750,31,7,09-23,16111.86,nao
251751,1,38,09-23,71469.16,nao
251752,1,2,09-23,43390.94,nao
251753,31,67,09-23,5081.23,nao
251754,6,72,09-23,65346.06,nao
251755,34,40,09-23,37618.62,nao
251756,25,81,09-23,7898.05,nao
251757,16,79,09-23,5081.84,nao
251758,13,46,09-23,35054.45,nao
251759,5,59,09-23,7.48,nao
251760,34,31,09-23,825.8,nao
251761,31,96,09-23,30740.71,nao
251762,28,98,09-23,9125.78,nao
251763,29,8,09-23,20468.02,nao
251764,15,83,09-23,889466.2771967141,nao
251765,25,34,09-23,9601.08,nao
251766,2,52,09-23,5354.04,nao
251767,22,93,09-23,,nao
251768,10,16,09-23,22060.37,nao
251769,33,95,09-23,24928.27,nao
251770,9,96,09-23,3145.13,nao
251771,44,28,09-23,64.48,nao
251772,15,59,09-23,162.74,nao
251773,9,7,09-23,9573.71,nao
251774,32,94,09-23,45451.03,nao
251775,36,42,09-23,96.55,nao
251776,45,92,09-23,47558.2,nao
251777,36,96,09-23,17323.75,nao
251778,7,31,09-23,1339.47,nao
251779,35,80,09-23,111.26,nao
251780,14,32,09-23,9621.98,nao
251781,19,50,09-23,942.0,nao
251782,14,1,09-23,21799.18,nao
251783,19,87,09-23,15424.79,nao
251784,30,11,09-23,444.17,nao
251785,26,2,09-23,,nao
251786,1,96,09-23,30908.47,nao
251787,1,41,09-23,1532.5,nao
251788,26,94,09-23,33703.8,nao
251789,40,92,09-23,88285.96,nao
251790,8,46,09-23,16732.25,nao
251791,3,35,09-23,1364.48,nao
251792,10,29,09-23,12931.5,nao
251793,1,52,09-23,2149.38,nao
251794,23,46,09-23,30771.05,nao
251795,12,60,09-23,827496.5269044861,nao
251796,39,11,09-23,16429.11,nao
251797,33,38,09-23,12569.63,nao
251798,17,44,09-23,,nao
251799,5,74,09-23,,nao
251800,17,25,09-23,5833.45,nao
251801,29,93,09-23,742.84,nao
251802,12,5,09-23,21310.03,nao
251803,41,80,09-23,16562.86,nao
251804,33,7,09-23,238.78,nao
251805,44,27,09-23,4.97,nao
251806,30,74,09-23,128.97,nao
251807,26,80,09-23,18659.29,nao
251808,23,16,09-23,6941.11,nao
251809,28,34,09-23,13706.93,nao
251810,13,45,09-23,71.17,nao
251811,37,3,09-23,1264.75,nao
251812,22,97,09-23,4751.33,nao
251813,38,28,09-23,67.31,nao
251814,38,96,09-23,11870.8,nao
251815,27,25,09-23,15364.14,nao
251816,13,28,09-23,1009.96,nao
251817,25,27,09-23,865.86,nao
251818,13,93,09-23,893523.4018248634,nao
251819,3,97,09-23,483.98,nao
251820,28,19,09-23,1805.06,nao
251821,42,11,09-23,627.21,nao
251822,27,34,09-23,17175.13,nao
251823,11,90,09-23,,nao
251824,21,7,09-23,17033.53,nao
251825,24,60,09-23,149.6,nao
251826,27,21,09-23,6036.04,nao
251827,16,8,09-23,13493.37,nao
251828,17,80,09-23,866.46,nao
251829,20,72,09-23,69794.36,nao
251830,7,85,09-23,2186.39,nao
251831,37,33,09-23,3.0,nao
251832,41,49,09-23,5969.79,nao
251833,41,92,09-23,,nao
251834,38,4,09-23,9804.36,nao
251835,45,98,09-23,655.12,nao
251836,36,8,09-23,3344.31,nao
251837,18,4,09-23,24135.88,nao
251838,11,41,09-23,2351.0,nao
251839,1,59,09-23,147.58,nao
251840,8,71,09-23,1370.95,nao
251841,37,27,09-23,28.27,nao
251842,25,98,09-23,786.9,nao
251843,45,20,09-23,3551.66,nao
251844,22,98,09-23,128.92,nao
251845,34,27,09-23,615.69,nao
251846,9,87,09-23,17823.98,nao
251847,28,21,09-23,4948.33,nao
251848,34,46,09-23,14912.36,nao
251849,43,74,09-23,566.69,nao
251850,13,19,09-23,4099.86,nao
251851,27,85,09-23,4036.52,nao
251852,24,30,09-23,3741.78,nao
251853,26,28,09-23,351.41,nao
251854,28,10,09-23,,nao
251855,44,21,09-23,811.36,nao
251856,27,52,09-23,3378.58,nao
251857,43,16,09-23,2169.45,nao
251858,22,23,09-23,26950.58,nao
251859,36,16,09-23,426.17,nao
251860,8,7,09-23,,nao
251861,41,42,09-23,6498.09,nao
251862,7,9,09-23,42279.61,nao
251863,16,34,09-23,950176.7449679591,nao
251864,13,23,09-23,22676.62,nao
251865,40,34,09-23,6346.22,nao
251866,13,6,09-23,786557.8788623455,nao
251867,10,37,09-23,3624.13,nao
251868,25,56,09-23,2124.37,nao
251869,40,98,09-23,8204.03,nao
251870,34,23,09-23,,nao
251871,35,94,09-23,46.56,nao
251872,24,1,09-23,14764.96,nao
251873,28,51,09-23,,nao
251874,41,91,09-23,50048.95,nao
251875,4,20,09-23,8734.81,nao
251876,26,92,09-23,80254.53,nao
251877,32,49,09-23,5126.09,nao
251878,6,12,09-23,791456.1204215739,nao
251879,20,1,09-23,32493.06,nao
251880,3,22,09-23,3368.91,nao
251881,30,13,09-23,9377.91,nao
251882,13,72,09-23,,nao
251883,37,91,09-23,32876.6,nao
251884,36,67,09-23,584.16,nao
251885,17,55,09-23,,nao
251886,21,74,09-23,9494.59,nao
251887,29,6,09-23,774374.3354197977,nao
251888,1,44,09-23,5426.25,nao
251889,6,19,09-23,2614.89,nao
251890,30,92,09-23,45831.47,nao
251891,33,91,09-23,,nao
251892,23,33,09-23,10462.95,nao
251893,38,3,09-23,593.85,nao
251894,21,19,09-23,1571.06,nao
251895,38,23,09-23,15.81,nao
251896,19,5,09-23,23547.4,nao
251897,7,80,09-23,554.98,nao
251898,10,38,09-23,,nao
251899,26,59,09-23,60.53,nao
251900,7,28,09-23,233.93,nao
251901,6,83,09-23,2892.1,nao
251902,1,19,09-23,992.99,nao
251903,41,5,09-23,21470.73,nao
251904,28,49,09-23,9155.83,nao
251905,16,31,09-23,906499.3462943959,nao
251906,31,56,09-23,1113.16,nao
251907,6,6,09-23,3507.28,nao
251908,29,67,09-23,4367.9,nao
251909,34,13,09-23,24490.75,nao
251910,35,42,09-23,7418.55,nao
251911,5,92,09-23,7296.25,nao
251912,21,58,09-23,630.0,nao
251913,24,29,09-23,4177.22,nao
251914,9,54,09-23,50.3,nao
251915,1,94,09-23,61440.47,nao
251916,2,93,09-23,,nao
251917,4,44,09-23,6394.24,nao
251918,18,23,09-23,28952.02,nao
251919,8,20,09-23,3695.86,nao
251920,14,4,09-23,51746.02,nao
251921,42,90,09-23,54829.82,nao
251922,25,38,09-23,38238.66,nao
251923,40,9,09-23,,nao
251924,4,23,09-23,43408.55,nao
251925,5,12,09-23,1966.57,nao
251926,11,1,09-23,16468.84,nao
251927,11,34,09-23,15069.02,nao
251928,44,96,09-23,3079.72,nao
251929,17,74,09-23,16947.82,nao
251930,37,80,09-23,11170.24,nao
251931,2,34,09-23,12302.96,nao
251932,20,74,09-23,19933.64,nao
251933,26,1,09-23,17940.02,nao
251934,15,4,09-23,12933.88,nao
251935,31,11,09-23,8844.23,nao
251936,41,98,09-23,8610.33,nao
251937,3,67,09-23,893722.0713477916,nao
251938,12,38,09-23,50231.44,nao
251939,1,12,09-23,9501.54,nao
251940,27,27,09-23,2468.88,nao
251941,14,41,09-23,8405.39,nao
251942,11,55,09-23,9387.64,nao
251943,43,1,09-23,4957.1,nao
251944,25,3,09-23,7849.69,nao
251945,8,4,09-23,19851.39,nao
251946,15,82,09-23,8001.24,nao
251947,18,31,09-23,3193.41,nao
251948,10,28,09-23,920.34,nao
251949,35,23,09-23,36689.64,nao
251950,22,95,09-23,54860.28,nao
251951,33,12,09-23,17.85,nao
251952,22,52,09-23,2546.05,nao
251953,35,91,09-23,6813.08,nao
251954,24,2,09-23,38061.76,nao
251955,24,90,09-23,69533.74,nao
251956,45,46,09-23,10669.12,nao
251957,10,59,09-23,459.28,nao
251958,20,31,09-23,3294.69,nao
251959,19,35,09-23,,nao
251960,7,45,09-23,,nao
251961,28,71,09-23,4699.95,nao
251962,42,52,09-23,27.15,nao
251963,20,14,09-23,18792.54,nao
251964,14,6,09-23,5265.72,nao
251965,26,27,09-23,969724.9628473074,nao
251966,22,7,09-23,18078.49,nao
251967,8,31,09-23,865.41,nao
251968,12,36,09-23,984.26,nao
251969,22,33,09-23,6721.28,nao
251970,42,42,09-23,199.62,nao
251971,2,96,09-23,800067.2292980988,nao
251972,28,17,09-23,8343.93,nao
251973,1,20,09-23,3571.86,nao
251974,23,38,09-23,45095.06,nao
251975,14,14,09-23,882020.656891125,nao
251976,31,22,09-23,9770.84,nao
251977,21,28,09-23,591.0,nao
251978,28,27,09-23,948509.2374938842,nao
251979,42,94,09-23,34372.53,nao
251980,31,59,09-23,296.82,nao
251981,12,81,09-23,7476.6,nao
251982,41,17,09-23,10773.85,nao
251983,44,98,09-23,3315.08,nao
251984,32,83,09-23,3466.56,nao
251985,28,92,09-23,80411.55,nao
251986,38,25,09-23,20.96,nao
251987,18,41,09-23,1146.83,nao
251988,4,93,09-23,72519.12,nao
251989,16,67,09-23,2716.76,nao
251990,36,12,09-23,,nao
251991,37,95,09-23,53378.13,nao
251992,28,5,09-23,22230.68,nao
251993,30,38,09-23,,nao
251994,44,6,09-23,77.72,nao
251995,30,79,09-23,4675.28,nao
251996,16,56,09-23,1321.18,nao
251997,34,4,09-23,19120.84,nao
251998,21,98,09-23,97.25,nao
251999,1,4,09-23,32655.07,nao
252000,3,44,09-23,3203.85,nao
252001,17,27,09-23,1130.19,nao
252002,39,35,09-23,879381.913260442,nao
252003,12,19,09-23,2980.6,nao
252004,44,67,09-23,1020.57,nao
252005,39,52,09-23,2055.62,nao
252006,20,26,09-23,,nao
252007,13,5,09-23,49604.44,nao
252008,39,82,09-23,18558.82,nao
252009,8,6,09-23,1343.6,nao
252010,14,28,09-23,1076.16,nao
252011,23,27,09-23,3484.48,nao
252012,42,25,09-23,10.96,nao
252013,21,72,09-23,34835.29,nao
252014,12,87,09-23,,nao
252015,42,91,09-23,39309.11,nao
252016,26,4,09-23,24572.32,nao
252017,17,58,09-23,875.0,nao
252018,25,60,09-23,114.4,nao
252019,43,79,09-23,10627.6,nao
252020,11,58,09-23,1782.5,nao
252021,18,13,09-23,40601.03,nao
252022,13,25,09-23,13569.2,nao
252023,39,46,09-23,30339.3,nao
252024,15,40,09-23,29709.98,nao
252025,34,42,09-23,3966.16,nao
252026,4,83,09-23,8748.21,nao
252027,12,20,09-23,4797.41,nao
252028,4,31,09-23,757217.2540259107,nao
252029,36,55,09-23,,nao
252030,19,18,09-23,5824.18,nao
252031,17,36,09-23,2756.6,nao
252032,4,3,09-23,13330.09,nao
252033,37,59,09-23,90.91,nao
252034,4,36,09-23,1160.71,nao
252035,32,13,09-23,31820.71,nao
252036,24,56,09-23,2669.65,nao
252037,5,18,09-23,710.31,nao
252038,35,83,09-23,103.74,nao
252039,5,40,09-23,17511.12,nao
252040,12,58,09-23,595.0,nao
252041,9,3,09-23,5746.51,nao
252042,29,92,09-23,24424.56,nao
252043,4,9,09-23,34970.77,nao
252044,15,54,09-23,58.92,nao
252045,17,67,09-23,6757.58,nao
252046,7,29,09-23,1211.28,nao
252047,32,24,09-23,3331.12,nao
252048,5,34,09-23,2492.5,nao
252049,19,9,09-23,39363.12,nao
252050,14,42,09-23,8384.18,nao
252051,32,40,09-23,911074.3257455315,nao
252052,38,31,09-23,16.0,nao
252053,45,5,09-23,12851.4,nao
252054,6,37,09-23,3798.53,nao
252055,4,8,09-23,,nao
252056,31,98,09-23,9344.48,nao
252057,37,24,09-23,8.47,nao
252058,11,14,09-23,20480.71,nao
252059,7,87,09-23,10955.61,nao
252060,16,12,09-23,4942.9,nao
252061,26,79,09-23,,nao
252062,17,22,09-23,9624.78,nao
252063,34,35,09-23,1254.15,nao
252064,1,30,09-23,2585.95,nao
252065,1,37,09-23,2631.41,nao
252066,4,35,09-23,,nao
252067,24,26,09-23,10256.54,nao
252068,34,22,09-23,6265.04,nao
252069,34,12,09-23,4939.58,nao
252070,29,38,09-23,47088.79,nao
252071,5,97,09-23,853526.832461097,nao
252072,7,38,09-23,32298.28,nao
252073,45,1,09-23,13593.38,nao
252074,20,36,09-23,1711.06,nao
252075,26,22,09-23,6514.14,nao
252076,3,72,09-23,19524.12,nao
252077,10,56,09-23,561.96,nao
252078,41,82,09-23,17416.76,nao
252079,28,13,09-23,37326.54,nao
252080,23,18,09-23,11107.86,nao
252081,24,80,09-23,28992.05,nao
252082,4,32,09-23,12539.76,nao
252083,26,97,09-23,13332.6,nao
252084,41,34,09-23,11078.25,nao
252085,21,4,09-23,17246.13,nao
252086,12,6,09-23,4744.44,nao
252087,22,56,09-23,2395.98,nao
252088,39,21,09-23,6753.3,nao
252089,13,20,09-23,7321.52,nao
252090,22,32,09-23,4673.98,nao
252091,45,11,09-23,9989.79,nao
252092,1,40,09-23,55280.21,nao
252093,9,36,09-23,363.52,nao
252094,21,26,09-23,993240.3647597078,nao
252095,5,25,09-23,,nao
252096,33,13,09-23,6276.52,nao
252097,2,48,09-23,484.0,nao
252098,12,97,09-23,,nao
252099,44,3,09-23,479.47,nao
252100,6,97,09-23,18103.34,nao
252101,45,42,09-23,5339.19,nao
252102,37,8,09-23,,nao
252103,35,28,09-23,764334.0711367829,nao
252104,33,25,09-23,2.0,nao
252105,44,1,09-23,8892.0,nao
252106,15,95,09-23,,nao
252107,21,38,09-23,43532.62,nao
252108,13,12,09-23,8825.01,nao
252109,32,5,09-23,16920.91,nao
252110,37,83,09-23,2000.02,nao
252111,31,38,09-23,83044.09,nao
252112,34,6,09-23,1282.13,nao
252113,17,6,09-23,5669.15,nao
252114,27,20,09-23,,nao
252115,8,42,09-23,5045.17,nao
252116,35,5,09-23,14716.64,nao
252117,19,83,09-23,,nao
252118,13,3,09-23,20990.04,nao
252119,13,59,09-23,858120.1263784595,nao
252120,5,26,09-23,1320.25,nao
252121,15,29,09-23,4278.96,nao
252122,33,24,09-23,8.47,nao
252123,6,85,09-23,2045.24,nao
252124,24,25,09-23,13693.63,nao
252125,27,18,09-23,11208.33,nao
252126,3,13,09-23,10933.74,nao
252127,23,13,09-23,37564.14,nao
252128,26,67,09-23,5529.77,nao
252129,24,95,09-23,84505.96,nao
252130,40,58,09-23,,nao
252131,44,13,09-23,7686.49,nao
252132,25,80,09-23,491.9,nao
252133,21,3,09-23,10908.75,nao
252134,40,32,09-23,3539.43,nao
252135,23,49,09-23,23703.53,nao
252136,19,14,09-23,14653.55,nao
252137,15,18,09-23,1321.19,nao
252138,4,1,09-23,35276.78,nao
252139,20,32,09-23,9011.95,nao
252140,11,82,09-23,18585.28,nao
252141,24,9,09-23,22555.9,nao
252142,15,94,09-23,151.24,nao
252143,26,20,09-23,2463.0,nao
252144,25,20,09-23,3431.34,nao
252145,40,23,09-23,13763.32,nao
252146,43,91,09-23,31209.56,nao
252147,19,71,09-23,6527.32,nao
252148,28,97,09-23,19029.66,nao
252149,29,85,09-23,1626.83,nao
252150,25,41,09-23,6043.5,nao
252151,39,55,09-23,8007.44,nao
252152,16,5,09-23,11385.56,nao
252153,18,67,09-23,4902.34,nao
252154,32,33,09-23,2965.9,nao
252155,10,55,09-23,15944.37,nao
252156,33,96,09-23,9629.18,nao
252157,45,24,09-23,5736.23,nao
252158,27,7,09-23,24329.34,nao
252159,37,5,09-23,1051.67,nao
252160,10,27,09-23,3429.89,nao
252161,25,29,09-23,2978.29,nao
252162,2,27,09-23,1410.72,nao
252163,4,94,09-23,66277.31,nao
252164,13,49,09-23,10729.42,nao
252165,45,14,09-23,10501.68,nao
252166,26,87,09-23,,nao
252167,13,11,09-23,17387.95,nao
252168,16,46,09-23,11241.19,nao
252169,15,6,09-23,2494.33,nao
252170,35,21,09-23,2751.02,nao
252171,41,27,09-23,1224.41,nao
252172,23,35,09-23,5974.63,nao
252173,7,91,09-23,9496.53,nao
252174,39,59,09-23,291.03,nao
252175,20,83,09-23,4614.82,nao
252176,34,56,09-23,,nao
252177,28,41,09-23,1914.75,nao
252178,32,74,09-23,14108.86,nao
252179,19,13,09-23,,nao
252180,28,52,09-23,2337.27,nao
252181,21,34,09-23,,nao
252182,24,8,09-23,47265.5,nao
252183,14,45,09-23,4.5,nao
252184,3,74,09-23,3446.1,nao
252185,32,18,09-23,993117.257871402,nao
252186,34,34,09-23,7717.58,nao
252187,33,74,09-23,282.71,nao
252188,38,95,09-23,42237.17,nao
252189,3,2,09-23,16903.48,nao
252190,26,21,09-23,5177.3,nao
252191,28,7,09-23,18932.86,nao
252192,22,90,09-23,20749.06,nao
252193,24,85,09-23,1907.98,nao
252194,40,13,09-23,22169.44,nao
252195,23,55,09-23,820632.7800537962,nao
252196,36,13,09-23,10960.96,nao
252197,9,19,09-23,1056.25,nao
252198,27,55,09-23,11478.07,nao
252199,34,54,09-23,2.5,nao
252200,17,93,09-23,,nao
252201,37,56,09-23,259.92,nao
252202,43,5,09-23,310.38,nao
252203,35,31,09-23,3610.3,nao
252204,40,79,09-23,14008.59,nao
252205,5,94,09-23,38.8,nao
252206,24,7,09-23,,nao
252207,19,60,09-23,422.4,nao
252208,44,97,09-23,6600.44,nao
252209,10,42,09-23,12243.11,nao
252210,43,17,09-23,411.96,nao
252211,22,26,09-23,9326.48,nao
252212,14,29,09-23,8668.79,nao
252213,43,13,09-23,17662.62,nao
252214,39,33,09-23,5146.01,nao
252215,43,21,09-23,907360.53651952,nao
252216,40,83,09-23,2547.74,nao
252217,15,93,09-23,,nao
252218,15,55,09-23,4175.01,nao
252219,45,54,09-23,33.0,nao
252220,22,6,09-23,2649.05,nao
252221,36,56,09-23,62.16,nao
252222,45,90,09-23,23750.3,nao
252223,22,1,09-23,16708.42,nao
252224,14,46,09-23,24972.9,nao
252225,34,37,09-23,2445.01,nao
252226,42,8,09-23,20183.19,nao
252227,36,98,09-23,7594.97,nao
252228,18,56,09-23,1466.47,nao
252229,24,58,09-23,3785.0,nao
252230,9,81,09-23,2335.34,nao
252231,41,19,09-23,1516.7,nao
252232,20,81,09-23,,nao
252233,42,80,09-23,14170.34,nao
252234,10,80,09-23,596.29,nao
252235,33,26,09-23,49.82,nao
252236,19,38,09-23,,nao
252237,25,59,09-23,338.49,nao
252238,3,33,09-23,1855.35,nao
252239,29,32,09-23,2268.2,nao
252240,42,74,09-23,284.89,nao
252241,4,6,09-23,6038.67,nao
252242,32,12,09-23,2980.47,nao
252243,19,34,09-23,17027.82,nao
252244,31,10,09-23,21536.63,nao
252245,32,17,09-23,,nao
252246,17,87,09-23,15013.02,nao
252247,45,23,09-23,21922.4,nao
252248,39,91,09-23,62527.01,nao
252249,32,7,09-23,17429.76,nao
252250,38,2,09-23,,nao
252251,4,13,09-23,71448.82,nao
252252,38,40,09-23,15767.16,nao
252253,11,5,09-23,33358.74,nao
252254,26,3,09-23,7487.92,nao
252255,28,35,09-23,1767.99,nao
252256,43,90,09-23,63898.68,nao
252257,26,23,09-23,12953.73,nao
252258,9,40,09-23,28445.23,nao
252259,3,24,09-23,1542.83,nao
252260,31,91,09-23,864627.5382082735,nao
252261,24,6,09-23,2392.61,nao
252262,28,3,09-23,9802.28,nao
252263,44,32,09-23,10.0,nao
252264,2,18,09-23,,nao
252265,17,51,09-23,7.92,nao
252266,9,2,09-23,24246.91,nao
252267,3,6,09-23,1676.34,nao
252268,28,74,09-23,10828.53,nao
252269,42,5,09-23,,nao
252270,27,58,09-23,285.0,nao
252271,32,32,09-23,4223.18,nao
252272,6,93,09-23,33402.82,nao
252273,17,17,09-23,12005.48,nao
252274,23,22,09-23,21388.95,nao
252275,44,91,09-23,18664.95,nao
252276,32,92,09-23,100090.1,nao
252277,7,22,09-23,,nao
252278,20,24,09-23,6894.41,nao
252279,2,38,09-23,82779.88,nao
252280,8,27,09-23,958330.9013616494,nao
252281,21,27,09-23,1391.71,nao
252282,25,28,09-23,497.53,nao
252283,43,46,09-23,5724.36,nao
252284,21,5,09-23,12889.51,nao
252285,16,29,09-23,1347.01,nao
252286,39,23,09-23,992340.8155442609,nao
252287,40,33,09-23,2928.4,nao
252288,28,44,09-23,,nao
252289,34,5,09-23,18450.65,nao
252290,24,27,09-23,1815.2,nao
252291,17,11,09-23,14081.67,nao
252292,18,18,09-23,,nao
252293,17,81,09-23,15186.41,nao
252294,24,5,09-23,24193.67,nao
252295,10,58,09-23,4762.5,nao
252296,45,44,09-23,933047.5596249881,nao
252297,7,4,09-23,13758.57,nao
252298,35,27,09-23,1428.17,nao
252299,22,55,09-23,7986.49,nao
252300,2,91,09-23,75082.21,nao
252301,10,40,09-23,94732.0,nao
252302,6,36,09-23,511.55,nao
252303,21,56,09-23,1204.66,nao
252304,29,74,09-23,7400.47,nao
252305,9,33,09-23,1424.56,nao
252306,8,41,09-23,1590.0,nao
